depot_name,date,setting,total_demands,confirmed_demands,rejected_demands,service_level,num_buses,num_potential_buses,total_solve_time,total_operational_duration,total_waiting_time,avg_capacity_utilization,iterations,operator_served,operator_rejected,operator_service_level,optimizer_constructor
VLP Sternberg,2025-07-07,CAPACITY_CONSTRAINT_DRIVER_BREAKS,54,54,0,1.0,13,102,16.03033471107483,3334.3901421720307,1203.0124542755473,1.1227705763021905,54,28,26,0.5185185185185185,Gurobi.Optimizer
VLP Sternberg,2025-07-08,CAPACITY_CONSTRAINT_DRIVER_BREAKS,58,58,0,1.0,11,102,11.508802652359009,3912.6041185334307,1693.7143687913879,1.2857228376963166,58,26,32,0.4482758620689655,Gurobi.Optimizer
VLP Sternberg,2025-07-09,CAPACITY_CONSTRAINT_DRIVER_BREAKS,56,56,0,1.0,13,102,22.013625383377075,3576.177009830375,1439.859079000904,1.2206800997023775,56,32,24,0.5714285714285714,Gurobi.Optimizer
VLP Sternberg,2025-07-10,CAPACITY_CONSTRAINT_DRIVER_BREAKS,63,63,0,1.0,14,102,21.50552272796631,4465.783479630511,1731.4399348465042,1.076245763779852,63,33,30,0.5238095238095238,Gurobi.Optimizer
VLP Sternberg,2025-07-11,CAPACITY_CONSTRAINT_DRIVER_BREAKS,65,64,1,0.9846153846153847,14,102,20.03660750389099,4100.897953348106,1460.6432176051462,1.3982954051458099,65,26,39,0.4,Gurobi.Optimizer
VLP Sternberg,2025-07-12,CAPACITY_CONSTRAINT_DRIVER_BREAKS,40,40,0,1.0,10,102,7.440551519393921,2716.601311268805,856.1105638057359,1.550353544157465,40,17,23,0.425,Gurobi.Optimizer
VLP Sternberg,2025-07-13,CAPACITY_CONSTRAINT_DRIVER_BREAKS,41,41,0,1.0,9,102,6.2850425243377686,2698.2230905187353,1134.3821485488952,1.5377527625126497,41,26,13,0.6666666666666666,Gurobi.Optimizer
VLP Sternberg,2025-07-14,CAPACITY_CONSTRAINT_DRIVER_BREAKS,56,56,0,1.0,12,102,10.866806507110596,3543.0361539628348,1431.0633801954987,1.2323460652996945,56,29,27,0.5178571428571429,Gurobi.Optimizer
VLP Sternberg,2025-07-15,CAPACITY_CONSTRAINT_DRIVER_BREAKS,60,60,0,1.0,12,102,17.011693239212036,3575.533841074116,1231.2444481644895,1.1881452382290132,60,38,22,0.6333333333333333,Gurobi.Optimizer
VLP Sternberg,2025-07-16,CAPACITY_CONSTRAINT_DRIVER_BREAKS,53,53,0,1.0,12,102,11.14150333404541,3679.227509197425,1328.6609839193527,1.0616403332583615,53,31,22,0.5849056603773585,Gurobi.Optimizer
VLP Sternberg,2025-07-17,CAPACITY_CONSTRAINT_DRIVER_BREAKS,60,60,0,1.0,13,102,18.747200965881348,3801.1682204525023,1292.3736153754774,1.2209093874817645,60,36,24,0.6,Gurobi.Optimizer
VLP Sternberg,2025-07-18,CAPACITY_CONSTRAINT_DRIVER_BREAKS,41,41,0,1.0,10,102,6.503291845321655,2833.4697217716644,1187.3941891553118,1.3124939903979105,41,23,18,0.5609756097560976,Gurobi.Optimizer
VLP Sternberg,2025-07-19,CAPACITY_CONSTRAINT_DRIVER_BREAKS,56,56,0,1.0,14,102,15.371126651763916,4125.709858629585,1625.259222115349,1.2670266263015737,56,27,29,0.48214285714285715,Gurobi.Optimizer
VLP Sternberg,2025-07-20,CAPACITY_CONSTRAINT_DRIVER_BREAKS,36,36,0,1.0,9,102,5.850116968154907,2309.700956268639,810.0493552688395,1.2533377923116122,36,24,12,0.6666666666666666,Gurobi.Optimizer
VLP Sternberg,2025-07-21,CAPACITY_CONSTRAINT_DRIVER_BREAKS,49,49,0,1.0,13,102,13.86082649230957,3372.544088249127,1207.4296684311655,1.2622610914953267,49,21,28,0.42857142857142855,Gurobi.Optimizer
VLP Sternberg,2025-07-22,CAPACITY_CONSTRAINT_DRIVER_BREAKS,51,51,0,1.0,12,102,12.133492946624756,3502.974918471963,1297.7329534035796,1.047662004443892,51,24,27,0.47058823529411764,Gurobi.Optimizer
VLP Sternberg,2025-07-23,CAPACITY_CONSTRAINT_DRIVER_BREAKS,55,55,0,1.0,9,102,9.463561058044434,3216.2793914377407,1217.2993479421248,1.3293413555940201,55,34,21,0.6181818181818182,Gurobi.Optimizer
VLP Sternberg,2025-07-24,CAPACITY_CONSTRAINT_DRIVER_BREAKS,51,51,0,1.0,13,102,12.415942668914795,3671.98556272938,1226.5881647539036,1.1350798364803492,51,25,26,0.49019607843137253,Gurobi.Optimizer
VLP Sternberg,2025-07-25,CAPACITY_CONSTRAINT_DRIVER_BREAKS,55,55,0,1.0,14,102,17.77083134651184,3564.8312226383605,1136.2068306774872,0.9541189092263221,55,31,23,0.5740740740740741,Gurobi.Optimizer
VLP Sternberg,2025-07-26,CAPACITY_CONSTRAINT_DRIVER_BREAKS,41,41,0,1.0,10,102,9.018739461898804,2797.1671120391516,815.0831755980965,1.3054356473451272,41,23,16,0.5897435897435898,Gurobi.Optimizer
VLP Sternberg,2025-07-27,CAPACITY_CONSTRAINT_DRIVER_BREAKS,40,40,0,1.0,10,102,9.682989597320557,3267.9941747904213,1301.254529960516,1.0722561786046996,40,23,17,0.575,Gurobi.Optimizer
VLP Sternberg,2025-07-28,CAPACITY_CONSTRAINT_DRIVER_BREAKS,44,44,0,1.0,9,102,7.7988440990448,3133.604153711593,1232.0936647504248,1.2213621395543368,44,29,15,0.6590909090909091,Gurobi.Optimizer
VLP Sternberg,2025-07-29,CAPACITY_CONSTRAINT_DRIVER_BREAKS,34,34,0,1.0,10,102,2.91430926322937,2660.4537574540086,1188.522825707382,1.3046939120839378,34,22,12,0.6470588235294118,Gurobi.Optimizer
VLP Sternberg,2025-07-30,CAPACITY_CONSTRAINT_DRIVER_BREAKS,48,48,0,1.0,11,102,7.76050329208374,3146.194629846303,999.6544409462055,1.220557818499148,48,25,23,0.5208333333333334,Gurobi.Optimizer
VLP Sternberg,2025-07-31,CAPACITY_CONSTRAINT_DRIVER_BREAKS,65,65,0,1.0,14,102,24.36275339126587,4121.5577123161165,1586.0295395689634,1.3414885843044433,65,32,33,0.49230769230769234,Gurobi.Optimizer
VLP Sternberg,2025-08-01,CAPACITY_CONSTRAINT_DRIVER_BREAKS,61,61,0,1.0,13,102,14.161019563674927,3764.9202189304224,1552.5636934645497,1.3690860033838024,61,34,26,0.5666666666666667,Gurobi.Optimizer
VLP Sternberg,2025-08-02,CAPACITY_CONSTRAINT_DRIVER_BREAKS,54,54,0,1.0,14,102,20.602597951889038,3860.6840723101723,1356.3131434905933,1.215048615733585,54,16,35,0.3137254901960784,Gurobi.Optimizer
VLP Sternberg,2025-08-03,CAPACITY_CONSTRAINT_DRIVER_BREAKS,35,35,0,1.0,10,102,5.612230539321899,2772.3834434720957,1022.4842968382646,1.0162279152360039,35,22,13,0.6285714285714286,Gurobi.Optimizer
VLP Sternberg,2025-08-04,CAPACITY_CONSTRAINT_DRIVER_BREAKS,60,60,0,1.0,16,102,18.251647233963013,4308.535115445706,1787.4408661597615,1.2482914482978684,60,28,31,0.4745762711864407,Gurobi.Optimizer
VLP Sternberg,2025-08-05,CAPACITY_CONSTRAINT_DRIVER_BREAKS,47,47,0,1.0,14,102,9.126904487609863,3460.679963221066,1160.79710260661,1.2104999580292894,47,25,22,0.5319148936170213,Gurobi.Optimizer
VLP Sternberg,2025-08-06,CAPACITY_CONSTRAINT_DRIVER_BREAKS,53,50,3,0.9433962264150944,9,102,9.788529634475708,2938.670438358348,1133.9417062470654,2.075075131239994,53,28,25,0.5283018867924528,Gurobi.Optimizer
VLP Sternberg,2025-08-07,CAPACITY_CONSTRAINT_DRIVER_BREAKS,34,34,0,1.0,9,102,4.515641927719116,2383.0984792276918,1043.4783215125772,1.484915144991978,34,19,14,0.5757575757575758,Gurobi.Optimizer
VLP Sternberg,2025-08-08,CAPACITY_CONSTRAINT_DRIVER_BREAKS,32,32,0,1.0,9,102,4.209717035293579,2417.3579447629572,958.6924831360786,0.977324660068918,32,16,16,0.5,Gurobi.Optimizer
VLP Sternberg,2025-08-09,CAPACITY_CONSTRAINT_DRIVER_BREAKS,42,42,0,1.0,10,102,7.568729639053345,3002.825776032966,1152.860198598781,1.1008233157234402,42,18,24,0.42857142857142855,Gurobi.Optimizer
VLP Sternberg,2025-08-10,CAPACITY_CONSTRAINT_DRIVER_BREAKS,40,40,0,1.0,9,102,7.319746494293213,2408.2839290398533,589.2639080642414,1.382375741423327,40,13,27,0.325,Gurobi.Optimizer
VLP Sternberg,2025-08-11,CAPACITY_CONSTRAINT_DRIVER_BREAKS,51,51,0,1.0,10,102,7.8087852001190186,3097.398101442215,1164.4039715929882,1.1403481986145252,51,25,26,0.49019607843137253,Gurobi.Optimizer
VLP Sternberg,2025-08-12,CAPACITY_CONSTRAINT_DRIVER_BREAKS,46,46,0,1.0,10,102,8.775386095046997,3022.379357714419,967.9498319385802,1.0525364662758834,46,23,23,0.5,Gurobi.Optimizer
VLP Sternberg,2025-08-13,CAPACITY_CONSTRAINT_DRIVER_BREAKS,40,40,0,1.0,10,102,4.616971254348755,3076.58049036911,1547.8718295939589,0.9262457949103149,40,21,19,0.525,Gurobi.Optimizer
VLP Sternberg,2025-08-14,CAPACITY_CONSTRAINT_DRIVER_BREAKS,45,45,0,1.0,10,102,8.107605457305908,2553.4508972445346,916.9373728430874,1.2393075613959696,45,30,15,0.6666666666666666,Gurobi.Optimizer
VLP Sternberg,2025-08-15,CAPACITY_CONSTRAINT_DRIVER_BREAKS,53,53,0,1.0,11,102,11.53081727027893,3170.01629186057,1231.0261630802777,1.1956153338317372,53,25,28,0.4716981132075472,Gurobi.Optimizer
