depot_name,date,problem_type,setting,subsetting,service_level,solver_status,solve_time,num_buses,num_potential_buses,total_operational_duration,total_waiting_time,avg_capacity_utilization,optimality_gap,filter_demand,optimizer_constructor
VLP Schwerin,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ONLY_DEMAND,1.0,Optimal,0.0015299320220947266,4,55,2589.2008411611605,1736.8366854412782,1.6433418199436867,0.0,true,HiGHS.Optimizer
VLP Schwerin,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ALL_LINES,1.0,OTHER_ERROR,0.0,0,110,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Schwerin,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ALL_LINES_WITH_DEMAND,1.0,OTHER_ERROR,0.0,0,110,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Schwerin,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ONLY_DEMAND,1.0,OTHER_ERROR,0.0,0,110,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Schwerin,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ALL_LINES,1.0,OTHER_ERROR,0.0,0,102,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Schwerin,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ALL_LINES_WITH_DEMAND,1.0,OTHER_ERROR,0.0,0,102,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Schwerin,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,1.0,OTHER_ERROR,0.0,0,102,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Schwerin,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES,1.0,OTHER_ERROR,0.0,0,14,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Schwerin,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES_WITH_DEMAND,1.0,OTHER_ERROR,0.0,0,14,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Schwerin,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,1.0,OTHER_ERROR,0.0,0,14,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Ludwigslust,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES,1.0,Optimal,1.4135420322418213,36,55,42428.239927716655,10408.080159373489,0.08391626948442024,0.0,true,HiGHS.Optimizer
VLP Ludwigslust,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES_WITH_DEMAND,1.0,Optimal,0.004525423049926758,9,55,6368.521545383657,2416.1836437464626,0.7596044909570603,0.0,true,HiGHS.Optimizer
VLP Ludwigslust,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ONLY_DEMAND,1.0,Optimal,0.003308534622192383,7,55,5207.360598456024,2357.0893930211155,1.2416645007071583,0.0,true,HiGHS.Optimizer
VLP Ludwigslust,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ALL_LINES,1.0,OTHER_ERROR,0.0,0,110,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Ludwigslust,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ALL_LINES_WITH_DEMAND,1.0,OTHER_ERROR,0.0,0,110,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Ludwigslust,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ONLY_DEMAND,1.0,OTHER_ERROR,0.0,0,110,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Ludwigslust,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ALL_LINES,1.0,OTHER_ERROR,0.0,0,102,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Ludwigslust,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ALL_LINES_WITH_DEMAND,1.0,OTHER_ERROR,0.0,0,102,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Ludwigslust,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,1.0,OTHER_ERROR,0.0,0,102,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Ludwigslust,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES,1.0,OTHER_ERROR,0.0,0,20,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Ludwigslust,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES_WITH_DEMAND,1.0,OTHER_ERROR,0.0,0,20,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Ludwigslust,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,1.0,OTHER_ERROR,0.0,0,20,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Sternberg,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES,1.0,Optimal,0.26455235481262207,20,55,23902.194140891566,5031.101251446141,0.1462542150420982,0.0,true,HiGHS.Optimizer
VLP Sternberg,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES_WITH_DEMAND,1.0,Optimal,0.0029969215393066406,7,55,4597.136763480937,1948.0888800707407,1.0406034539890598,0.0,true,HiGHS.Optimizer
VLP Sternberg,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ONLY_DEMAND,1.0,Optimal,0.003354310989379883,5,55,3733.1285941413917,1786.8301386698597,1.629181881210113,0.0,true,HiGHS.Optimizer
VLP Sternberg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ALL_LINES,1.0,OTHER_ERROR,0.0,0,110,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Sternberg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ALL_LINES_WITH_DEMAND,1.0,OTHER_ERROR,0.0,0,110,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Sternberg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ONLY_DEMAND,1.0,OTHER_ERROR,0.0,0,110,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Sternberg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ALL_LINES,1.0,OTHER_ERROR,0.0,0,102,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Sternberg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ALL_LINES_WITH_DEMAND,1.0,OTHER_ERROR,0.0,0,102,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Sternberg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,1.0,OTHER_ERROR,0.0,0,102,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Sternberg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES,1.0,OTHER_ERROR,0.0,0,12,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Sternberg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES_WITH_DEMAND,1.0,OTHER_ERROR,0.0,0,12,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Sternberg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,1.0,OTHER_ERROR,0.0,0,12,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
